point_id
168787
173488
192663
241714
261823
261900
270212
272331
276578
279370
286120
287647
296403
301454
307562
309063
309128
309378
312956
313335
316502
317151
319737
320783
321285
321643
322255
322834
323149
323194
323715
324922
325036
325235
326473
326740
327287
329093
329586
386113
387981
388267
389437
390989
400068
404716
407420
414821
416811
421670
422587
423972
427049
436361
436646
437689
441007
441623
443213
443707
449076
449251
450160
456967
458346
458797
459050
470363
473675
481357
481570
483883
488045
488627
491987
497058
497126
500057
500478
505674
517041
519996
520059
521412
527357
535868
536016
537238
538570
544517
546580
546819
547537
547609
550912
551228
551729
552664
553115
553559
556062
556189
557374
557467
558877
560418
560928
561737
565736
567681
570550
573274
574432
575898
576739
578388
588945
597598
604812
605045
605620
605847
607052
607317
607785
609776
612088
615647
617594
617638
617871
618343
620373
623627
624906
631989
632910
633010
633544
634649
635700
636911
637746
638531
638627
639226
641536
644819
646080
646235
647079
647676
648440
648892
652224
652872
653239
655893
655936
661674
662804
664552
664763
668968
674884
675324
680738
681453
683906
684141
686359
688292
690645
693374
699141
701081
702439
703198
703236
703436
704893
705403
706358
706597
707034
707595
708110
709233
709439
712410
717245
717479
718299
719256
719739
720295
720684
720981
721064
721195
721538
721798
723081
723163
723859
724847
727141
729873
731266
732407
732499
732613
733020
733065
733075
733476
735364
736131
736346
736392
736950
737592
738796
738899
739697
739997
740551
750184
751145
751668
752122
755523
757339
760550
764023
765537
767222
768937
771269
774738
774772
775026
775795
776552
778095
779355
779542
780685
781001
781045
781280
781703
782182
782241
782346
782516
782737
783072
783283
784029
784493
784940
784957
786177
786726
787665
789421
789793
790819
792124
792399
792868
794129
794704
796208
796373
797062
797541
797808
798004
800099
800352
800603
802216
802393
804540
804752
804893
805055
805271
805418
806181
806520
807304
807720
807902
810350
819474
819498
823587
824398
825438
825819
826007
828940
829677
831977
832352
834157
840027
840679
841524
847410
847780
847839
847870
848036
848355
848369
848425
848743
849050
849768
850193
850320
850849
851487
851743
851769
969494
970558
979240
979279
979997
980045
980385
980439
980866
980896
981845
981854
1699268
1699805
1700331
1700342
1700387
1700437
1707044
1707049
1708977
1709261
1709671
1710249
1710265
1710404
1710727
1711207
1711260
1711702
1712576
1713015
1713628
1717083
1717165
1718202
1718344
1718372
1718375
1718406
1718659
1719087
1719279
1719763
1719902
1719932
1720759
1721264
1721498
1721847
1721980
1722109
1722329
1722473
1722634
1722642
1722894
1723334
1724088
1724270
1724327
1724353
1725390
1727582
1729567
1729599
1731070
1731755
1733437
1738458
1739221
1739525
1740307
1741872
1742023
1742815
1743748
1749897
1755658
1756205
1758027
1761906
1776558
1777014
1778709
1783162
1795291
1798896
